"Date","Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
"1983-10-13",2.605
"1983-10-14",2.618
"1983-10-17",2.603
"1983-10-18",2.584
"1983-10-19",2.585
"1983-10-20",2.589
"1983-10-21",2.583
"1983-10-24",2.61
"1983-10-25",2.604
"1983-10-26",2.618
"1983-10-27",2.619
"1983-10-28",2.621
"1983-10-31",2.632
"1983-11-01",2.655
"1983-11-02",2.645
"1983-11-03",2.659
"1983-11-04",2.671
"1983-11-07",2.68
"1983-11-09",2.668
"1983-11-10",2.658
"1983-11-14",2.676
"1983-11-15",2.678
"1983-11-16",2.687
"1983-11-17",2.698
"1983-11-18",2.705
"1983-11-21",2.701
"1983-11-22",2.689
"1983-11-23",2.703
"1983-11-25",2.712
"1983-11-28",2.712
"1983-11-29",2.715
"1983-11-30",2.699
"1983-12-01",2.702
"1983-12-02",2.712
"1983-12-05",2.744
"1983-12-06",2.735
"1983-12-07",2.736
"1983-12-08",2.735
"1983-12-09",2.752
"1983-12-12",2.753
"1983-12-13",2.771
"1983-12-14",2.767
"1983-12-15",2.772
"1983-12-16",2.777
"1983-12-19",2.772
"1983-12-20",2.768
"1983-12-21",2.769
"1983-12-22",2.769
"1983-12-23",2.759
"1983-12-27",2.756
"1983-12-28",2.752
"1983-12-29",2.729
"1983-12-30",2.725
"1984-01-03",2.761
"1984-01-04",2.788
"1984-01-05",2.798
"1984-01-06",2.811
"1984-01-09",2.829
"1984-01-10",2.814
"1984-01-11",2.84
"1984-01-12",2.84
"1984-01-13",2.808
"1984-01-16",2.798
"1984-01-17",2.809
"1984-01-18",2.803
"1984-01-19",2.793
"1984-01-20",2.821
"1984-01-23",2.812
"1984-01-24",2.826
"1984-01-25",2.823
"1984-01-26",2.811
"1984-01-27",2.821
"1984-01-30",2.812
"1984-01-31",2.817
"1984-02-01",2.792
"1984-02-02",2.76
"1984-02-03",2.736
"1984-02-06",2.743
"1984-02-07",2.766
"1984-02-08",2.754
"1984-02-09",2.738
"1984-02-10",2.742
"1984-02-14",2.722
"1984-02-15",2.667
"1984-02-16",2.674
"1984-02-17",2.683
"1984-02-21",2.708
"1984-02-22",2.663
"1984-02-23",2.662
"1984-02-24",2.625
"1984-02-27",2.636
"1984-02-28",2.604
"1984-02-29",2.598
"1984-03-01",2.611
"1984-03-02",2.586
"1984-03-05",2.58
"1984-03-06",2.552
"1984-03-07",2.555
"1984-03-08",2.588
"1984-03-09",2.582
"1984-03-12",2.603
"1984-03-13",2.572
"1984-03-14",2.566
"1984-03-15",2.584
"1984-03-16",2.628
"1984-03-19",2.629
"1984-03-20",2.637
"1984-03-21",2.647
"1984-03-22",2.636
"1984-03-23",2.629
"1984-03-26",2.6
"1984-03-27",2.589
"1984-03-28",2.592
"1984-03-29",2.586
"1984-03-30",2.594
"1984-04-02",2.598
"1984-04-03",2.623
"1984-04-04",2.622
"1984-04-05",2.631
"1984-04-06",2.623
"1984-04-09",2.631
"1984-04-10",2.619
"1984-04-11",2.61
"1984-04-12",2.618
"1984-04-13",2.626
"1984-04-16",2.635
"1984-04-17",2.642
"1984-04-18",2.646
"1984-04-19",2.66
"1984-04-20",2.666
"1984-04-23",2.662
"1984-04-24",2.683
"1984-04-25",2.681
"1984-04-26",2.697
"1984-04-27",2.705
"1984-04-30",2.722
"1984-05-01",2.729
"1984-05-02",2.727
"1984-05-03",2.705
"1984-05-04",2.724
"1984-05-07",2.773
"1984-05-08",2.782
"1984-05-09",2.768
"1984-05-10",2.779
"1984-05-11",2.774
"1984-05-14",2.756
"1984-05-15",2.743
"1984-05-16",2.746
"1984-05-17",2.76
"1984-05-18",2.777
"1984-05-21",2.756
"1984-05-22",2.742
"1984-05-23",2.759
"1984-05-24",2.743
"1984-05-25",2.728
"1984-05-29",2.732
"1984-05-30",2.736
"1984-05-31",2.732
"1984-06-01",2.685
"1984-06-04",2.666
"1984-06-05",2.686
"1984-06-06",2.678
"1984-06-07",2.695
"1984-06-08",2.698
"1984-06-11",2.715
"1984-06-12",2.725
"1984-06-13",2.716
"1984-06-14",2.721
"1984-06-15",2.741
"1984-06-18",2.756
"1984-06-19",2.759
"1984-06-20",2.779
"1984-06-21",2.783
"1984-06-22",2.783
"1984-06-25",2.804
"1984-06-26",2.787
"1984-06-27",2.797
"1984-06-28",2.784
"1984-06-29",2.782
"1984-07-02",2.792
"1984-07-03",2.821
"1984-07-05",2.829
"1984-07-06",2.839
"1984-07-09",2.841
"1984-07-10",2.824
"1984-07-11",2.841
"1984-07-12",2.849
"1984-07-13",2.832
"1984-07-16",2.822
"1984-07-17",2.849
"1984-07-18",2.863
"1984-07-19",2.845
"1984-07-20",2.86
"1984-07-23",2.877
"1984-07-24",2.868
"1984-07-25",2.852
"1984-07-26",2.847
"1984-07-27",2.886
"1984-07-30",2.894
"1984-07-31",2.906
"1984-08-01",2.918
"1984-08-02",2.898
"1984-08-03",2.861
"1984-08-06",2.886
"1984-08-07",2.915
"1984-08-08",2.906
"1984-08-09",2.9
"1984-08-10",2.898
"1984-08-13",2.915
"1984-08-14",2.888
"1984-08-15",2.879
"1984-08-16",2.857
"1984-08-17",2.861
"1984-08-20",2.87
"1984-08-21",2.885
"1984-08-22",2.88
"1984-08-23",2.865
"1984-08-24",2.874
"1984-08-27",2.884
"1984-08-28",2.88
"1984-08-29",2.877
"1984-08-30",2.887
"1984-08-31",2.89
"1984-09-04",2.93
"1984-09-05",2.954
"1984-09-06",2.948
"1984-09-07",2.987
"1984-09-10",2.992
"1984-09-11",3.008
"1984-09-12",2.998
"1984-09-13",3.04
"1984-09-14",3.034
"1984-09-17",3.073
"1984-09-18",3.094
"1984-09-19",3.096
"1984-09-20",3.128
"1984-09-21",3.065
"1984-09-24",3.027
"1984-09-25",3.075
"1984-09-26",3.042
"1984-09-27",3.035
"1984-09-28",3.072
"1984-10-01",3.062
"1984-10-02",3.042
"1984-10-03",3.016
"1984-10-04",3.028
"1984-10-05",3.05
"1984-10-09",3.088
"1984-10-10",3.078
"1984-10-11",3.096
"1984-10-12",3.119
"1984-10-15",3.135
"1984-10-16",3.14
"1984-10-17",3.121
"1984-10-18",3.119
"1984-10-19",3.072
"1984-10-22",3.074
"1984-10-23",3.041
"1984-10-24",3.023
"1984-10-25",3.011
"1984-10-26",3.032
"1984-10-29",3.072
"1984-10-30",3.045
"1984-10-31",3.031
"1984-11-01",2.989
"1984-11-02",2.948
"1984-11-05",2.93
"1984-11-07",2.939
"1984-11-08",2.94
"1984-11-09",2.948
"1984-11-13",2.943
"1984-11-14",2.973
"1984-11-15",2.962
"1984-11-16",2.973
"1984-11-19",2.995
"1984-11-20",3.009
"1984-11-21",3.019
"1984-11-23",3.031
"1984-11-26",3.062
"1984-11-27",3.055
"1984-11-28",3.072
"1984-11-29",3.079
"1984-11-30",3.11
"1984-12-03",3.115
"1984-12-04",3.06
"1984-12-05",3.079
"1984-12-06",3.062
"1984-12-07",3.087
"1984-12-10",3.093
"1984-12-11",3.087
"1984-12-12",3.087
"1984-12-13",3.105
"1984-12-14",3.091
"1984-12-17",3.09
"1984-12-18",3.087
"1984-12-19",3.1
"1984-12-20",3.13
"1984-12-21",3.116
"1984-12-24",3.124
"1984-12-26",3.126
"1984-12-27",3.152
"1984-12-28",3.144
"1984-12-31",3.155
"1985-01-02",3.173
"1985-01-03",3.163
"1985-01-04",3.168
"1985-01-07",3.178
"1985-01-08",3.155
"1985-01-09",3.163
"1985-01-10",3.141
"1985-01-11",3.155
"1985-01-14",3.193
"1985-01-15",3.186
"1985-01-16",3.19
"1985-01-17",3.183
"1985-01-18",3.184
"1985-01-22",3.171
"1985-01-23",3.182
"1985-01-24",3.158
"1985-01-25",3.166
"1985-01-28",3.167
"1985-01-29",3.177
"1985-01-30",3.17
"1985-01-31",3.163
"1985-02-01",3.18
"1985-02-04",3.214
"1985-02-05",3.226
"1985-02-06",3.223
"1985-02-07",3.246
"1985-02-08",3.258
"1985-02-11",3.276
"1985-02-13",3.302
"1985-02-14",3.29
"1985-02-15",3.267
"1985-02-19",3.315
"1985-02-20",3.337
"1985-02-21",3.358
"1985-02-22",3.388
"1985-02-25",3.453
"1985-02-26",3.435
"1985-02-27",3.335
"1985-02-28",3.344
"1985-03-01",3.354
"1985-03-04",3.376
"1985-03-05",3.432
"1985-03-06",3.385
"1985-03-07",3.397
"1985-03-08",3.415
"1985-03-11",3.339
"1985-03-12",3.346
"1985-03-13",3.357
"1985-03-14",3.386
"1985-03-15",3.378
"1985-03-18",3.341
"1985-03-19",3.277
"1985-03-20",3.258
"1985-03-21",3.21
"1985-03-22",3.228
"1985-03-25",3.237
"1985-03-26",3.209
"1985-03-27",3.127
"1985-03-28",3.131
"1985-03-29",3.083
"1985-04-01",3.119
"1985-04-02",3.154
"1985-04-03",3.122
"1985-04-04",3.178
"1985-04-05",3.175
"1985-04-08",3.164
"1985-04-09",3.141
"1985-04-10",3.135
"1985-04-11",3.074
"1985-04-12",3.06
"1985-04-15",3.027
"1985-04-16",3.028
"1985-04-17",3.037
"1985-04-18",2.98
"1985-04-19",2.979
"1985-04-22",3.02
"1985-04-23",3.08
"1985-04-24",3.119
"1985-04-25",3.15
"1985-04-26",3.133
"1985-04-29",3.11
"1985-04-30",3.098
"1985-05-01",3.149
"1985-05-02",3.178
"1985-05-03",3.219
"1985-05-06",3.222
"1985-05-07",3.168
"1985-05-08",3.194
"1985-05-09",3.112
"1985-05-10",3.121
"1985-05-13",3.073
"1985-05-14",3.045
"1985-05-15",3.077
"1985-05-16",3.09
"1985-05-17",3.068
"1985-05-20",3.036
"1985-05-21",3.067
"1985-05-22",3.079
"1985-05-23",3.083
"1985-05-24",3.094
"1985-05-28",3.113
"1985-05-29",3.079
"1985-05-30",3.081
"1985-05-31",3.059
"1985-06-03",3.043
"1985-06-04",3.055
"1985-06-05",3.074
"1985-06-06",3.058
"1985-06-07",3.08
"1985-06-10",3.102
"1985-06-11",3.089
"1985-06-12",3.09
"1985-06-13",3.1
"1985-06-14",3.058
"1985-06-17",3.062
"1985-06-18",3.03
"1985-06-19",3.02
"1985-06-20",3.075
"1985-06-21",3.064
"1985-06-24",3.07
"1985-06-25",3.071
"1985-06-26",3.044
"1985-06-27",3.06
"1985-06-28",3.029
"1985-07-01",3.042
"1985-07-02",3.046
"1985-07-03",3.034
"1985-07-05",3.007
"1985-07-08",2.983
"1985-07-09",2.96
"1985-07-10",2.938
"1985-07-11",2.919
"1985-07-12",2.891
"1985-07-15",2.879
"1985-07-16",2.886
"1985-07-17",2.837
"1985-07-18",2.874
"1985-07-19",2.889
"1985-07-22",2.898
"1985-07-23",2.85
"1985-07-24",2.889
"1985-07-25",2.864
"1985-07-26",2.863
"1985-07-29",2.823
"1985-07-30",2.816
"1985-07-31",2.8
"1985-08-01",2.823
"1985-08-02",2.825
"1985-08-05",2.826
"1985-08-06",2.85
"1985-08-07",2.847
"1985-08-08",2.829
"1985-08-09",2.832
"1985-08-12",2.798
"1985-08-13",2.787
"1985-08-14",2.791
"1985-08-15",2.764
"1985-08-16",2.758
"1985-08-19",2.764
"1985-08-20",2.779
"1985-08-21",2.767
"1985-08-22",2.743
"1985-08-23",2.753
"1985-08-26",2.773
"1985-08-27",2.792
"1985-08-28",2.772
"1985-08-29",2.779
"1985-08-30",2.811
"1985-09-03",2.854
"1985-09-04",2.851
"1985-09-05",2.862
"1985-09-06",2.932
"1985-09-09",2.944
"1985-09-10",2.941
"1985-09-11",2.961
"1985-09-12",2.944
"1985-09-13",2.9
"1985-09-16",2.882
"1985-09-17",2.892
"1985-09-18",2.907
"1985-09-19",2.901
"1985-09-20",2.848
"1985-09-23",2.732
"1985-09-24",2.716
"1985-09-25",2.68
"1985-09-26",2.662
"1985-09-27",2.678
"1985-09-30",2.679
"1985-10-01",2.653
"1985-10-02",2.649
"1985-10-03",2.62
"1985-10-04",2.635
"1985-10-07",2.651
"1985-10-08",2.647
"1985-10-09",2.648
"1985-10-10",2.657
"1985-10-11",2.658
"1985-10-15",2.663
"1985-10-16",2.685
"1985-10-17",2.649
"1985-10-18",2.638
"1985-10-21",2.638
"1985-10-22",2.645
"1985-10-23",2.638
"1985-10-24",2.651
"1985-10-25",2.654
"1985-10-28",2.643
"1985-10-29",2.622
"1985-10-30",2.624
"1985-10-31",2.619
"1985-11-01",2.602
"1985-11-04",2.598
"1985-11-05",2.614
"1985-11-06",2.6
"1985-11-07",2.628
"1985-11-08",2.624
"1985-11-12",2.624
"1985-11-13",2.615
"1985-11-14",2.616
"1985-11-15",2.624
"1985-11-18",2.615
"1985-11-19",2.599
"1985-11-20",2.613
"1985-11-21",2.594
"1985-11-22",2.578
"1985-11-25",2.566
"1985-11-26",2.551
"1985-11-27",2.543
"1985-11-29",2.513
"1985-12-02",2.522
"1985-12-03",2.534
"1985-12-04",2.52
"1985-12-05",2.519
"1985-12-06",2.526
"1985-12-09",2.535
"1985-12-10",2.54
"1985-12-11",2.543
"1985-12-12",2.515
"1985-12-13",2.522
"1985-12-16",2.524
"1985-12-17",2.512
"1985-12-18",2.518
"1985-12-19",2.517
"1985-12-20",2.512
"1985-12-23",2.505
"1985-12-24",2.506
"1985-12-26",2.505
"1985-12-27",2.473
"1985-12-30",2.465
"1985-12-31",2.447
"1986-01-02",2.438
"1986-01-03",2.461
"1986-01-06",2.448
"1986-01-07",2.445
"1986-01-08",2.457
"1986-01-09",2.448
"1986-01-10",2.456
"1986-01-13",2.463
"1986-01-14",2.468
"1986-01-15",2.463
"1986-01-16",2.468
"1986-01-17",2.465
"1986-01-21",2.458
"1986-01-22",2.449
"1986-01-23",2.455
"1986-01-24",2.417
"1986-01-27",2.399
"1986-01-28",2.398
"1986-01-29",2.389
"1986-01-30",2.379
"1986-01-31",2.388
"1986-02-03",2.401
"1986-02-04",2.415
"1986-02-05",2.386
"1986-02-06",2.392
"1986-02-07",2.41
"1986-02-10",2.386
"1986-02-11",2.375
"1986-02-12",2.368
"1986-02-13",2.349
"1986-02-14",2.347
"1986-02-18",2.344
"1986-02-19",2.307
"1986-02-20",2.308
"1986-02-21",2.309
"1986-02-24",2.283
"1986-02-25",2.245
"1986-02-26",2.228
"1986-02-27",2.222
"1986-02-28",2.231
"1986-03-03",2.221
"1986-03-04",2.201
"1986-03-05",2.267
"1986-03-06",2.243
"1986-03-07",2.238
"1986-03-10",2.281
"1986-03-11",2.266
"1986-03-12",2.284
"1986-03-13",2.296
"1986-03-14",2.263
"1986-03-17",2.25
"1986-03-18",2.248
"1986-03-19",2.262
"1986-03-20",2.257
"1986-03-21",2.242
"1986-03-24",2.288
"1986-03-25",2.339
"1986-03-26",2.33
"1986-03-27",2.327
"1986-03-28",2.335
"1986-03-31",2.345
"1986-04-01",2.343
"1986-04-02",2.374
"1986-04-03",2.393
"1986-04-04",2.389
"1986-04-07",2.397
"1986-04-08",2.339
"1986-04-09",2.343
"1986-04-10",2.328
"1986-04-11",2.307
"1986-04-14",2.313
"1986-04-15",2.314
"1986-04-16",2.25
"1986-04-17",2.218
"1986-04-18",2.218
"1986-04-21",2.207
"1986-04-22",2.203
"1986-04-23",2.196
"1986-04-24",2.201
"1986-04-25",2.176
"1986-04-28",2.165
"1986-04-29",2.176
"1986-04-30",2.165
"1986-05-01",2.205
"1986-05-02",2.215
"1986-05-05",2.188
"1986-05-06",2.208
"1986-05-07",2.197
"1986-05-08",2.18
"1986-05-09",2.178
"1986-05-12",2.174
"1986-05-13",2.198
"1986-05-14",2.185
"1986-05-15",2.197
"1986-05-16",2.211
"1986-05-19",2.224
"1986-05-20",2.241
"1986-05-21",2.243
"1986-05-22",2.279
"1986-05-23",2.276
"1986-05-27",2.274
"1986-05-28",2.28
"1986-05-29",2.306
"1986-05-30",2.325
"1986-06-02",2.325
"1986-06-03",2.274
"1986-06-04",2.279
"1986-06-05",2.238
"1986-06-06",2.23
"1986-06-09",2.236
"1986-06-10",2.22
"1986-06-11",2.214
"1986-06-12",2.21
"1986-06-13",2.209
"1986-06-16",2.201
"1986-06-17",2.241
"1986-06-18",2.241
"1986-06-19",2.233
"1986-06-20",2.246
"1986-06-23",2.249
"1986-06-24",2.222
"1986-06-25",2.216
"1986-06-26",2.221
"1986-06-27",2.204
"1986-06-30",2.201
"1986-07-01",2.176
"1986-07-02",2.189
"1986-07-03",2.174
"1986-07-07",2.183
"1986-07-08",2.181
"1986-07-09",2.187
"1986-07-10",2.175
"1986-07-11",2.189
"1986-07-14",2.181
"1986-07-15",2.166
"1986-07-16",2.15
"1986-07-17",2.148
"1986-07-18",2.131
"1986-07-21",2.121
"1986-07-22",2.138
"1986-07-23",2.133
"1986-07-24",2.138
"1986-07-25",2.146
"1986-07-28",2.114
"1986-07-29",2.112
"1986-07-30",2.114
"1986-07-31",2.094
"1986-08-01",2.084
"1986-08-04",2.084
"1986-08-05",2.09
"1986-08-06",2.085
"1986-08-07",2.067
"1986-08-08",2.07
"1986-08-11",2.061
"1986-08-12",2.078
"1986-08-13",2.071
"1986-08-14",2.063
"1986-08-15",2.063
"1986-08-18",2.071
"1986-08-19",2.059
"1986-08-20",2.049
"1986-08-21",2.043
"1986-08-22",2.045
"1986-08-25",2.043
"1986-08-26",2.05
"1986-08-27",2.046
"1986-08-28",2.05
"1986-08-29",2.035
"1986-09-02",2.032
"1986-09-03",2.027
"1986-09-04",2.03
"1986-09-05",2.048
"1986-09-08",2.072
"1986-09-09",2.06
"1986-09-10",2.064
"1986-09-11",2.092
"1986-09-12",2.061
"1986-09-15",2.052
"1986-09-16",2.049
"1986-09-17",2.029
"1986-09-18",1.99
"1986-09-19",1.992
"1986-09-22",2.031
"1986-09-23",2.052
"1986-09-24",2.048
"1986-09-25",2.046
"1986-09-26",2.046
"1986-09-29",2.026
"1986-09-30",2.027
"1986-10-01",2.022
"1986-10-02",2.007
"1986-10-03",2
"1986-10-06",1.991
"1986-10-07",2.002
"1986-10-08",1.997
"1986-10-09",2.004
"1986-10-10",1.987
"1986-10-14",1.975
"1986-10-15",1.974
"1986-10-16",1.976
"1986-10-17",1.975
"1986-10-20",1.988
"1986-10-21",1.989
"1986-10-22",1.986
"1986-10-23",1.995
"1986-10-24",2.032
"1986-10-27",2.047
"1986-10-28",2.034
"1986-10-29",2.03
"1986-10-30",2.053
"1986-10-31",2.061
"1986-11-03",2.064
"1986-11-04",2.058
"1986-11-05",2.064
"1986-11-06",2.062
"1986-11-07",2.066
"1986-11-10",2.046
"1986-11-12",2.023
"1986-11-13",2.011
"1986-11-14",2.003
"1986-11-17",2.014
"1986-11-18",2.013
"1986-11-19",2.008
"1986-11-20",2.009
"1986-11-21",2.022
"1986-11-24",2.019
"1986-11-25",1.994
"1986-11-26",1.992
"1986-11-28",1.973
"1986-12-01",1.966
"1986-12-02",1.973
"1986-12-03",1.973
"1986-12-04",1.993
"1986-12-05",2.001
"1986-12-08",2.01
"1986-12-09",2.019
"1986-12-10",2.012
"1986-12-11",2.017
"1986-12-12",2.017
"1986-12-15",2.018
"1986-12-16",2.019
"1986-12-17",2.016
"1986-12-18",2.01
"1986-12-19",2.007
"1986-12-22",1.979
"1986-12-23",1.966
"1986-12-24",1.968
"1986-12-26",1.963
"1986-12-29",1.943
"1986-12-30",1.947
"1986-12-31",1.924
"1987-01-02",1.918
"1987-01-05",1.931
"1987-01-06",1.92
"1987-01-07",1.928
"1987-01-08",1.921
"1987-01-09",1.919
"1987-01-12",1.892
"1987-01-13",1.876
"1987-01-14",1.836
"1987-01-15",1.842
"1987-01-16",1.845
"1987-01-20",1.839
"1987-01-21",1.848
"1987-01-22",1.815
"1987-01-23",1.826
"1987-01-26",1.824
"1987-01-27",1.806
"1987-01-28",1.789
"1987-01-29",1.787
"1987-01-30",1.833
"1987-02-02",1.807
"1987-02-03",1.799
"1987-02-04",1.814
"1987-02-05",1.841
"1987-02-06",1.856
"1987-02-09",1.818
"1987-02-10",1.798
"1987-02-11",1.817
"1987-02-12",1.825
"1987-02-13",1.83
"1987-02-17",1.815
"1987-02-18",1.828
"1987-02-19",1.835
"1987-02-20",1.828
"1987-02-23",1.831
"1987-02-24",1.835
"1987-02-25",1.83
"1987-02-26",1.823
"1987-02-27",1.828
"1987-03-02",1.832
"1987-03-03",1.834
"1987-03-04",1.839
"1987-03-05",1.832
"1987-03-06",1.84
"1987-03-09",1.855
"1987-03-10",1.857
"1987-03-11",1.871
"1987-03-12",1.861
"1987-03-13",1.853
"1987-03-16",1.838
"1987-03-17",1.839
"1987-03-18",1.837
"1987-03-19",1.834
"1987-03-20",1.835
"1987-03-23",1.821
"1987-03-24",1.822
"1987-03-25",1.827
"1987-03-26",1.829
"1987-03-27",1.824
"1987-03-30",1.803
"1987-03-31",1.802
"1987-04-01",1.821
"1987-04-02",1.815
"1987-04-03",1.826
"1987-04-06",1.826
"1987-04-07",1.827
"1987-04-08",1.84
"1987-04-09",1.824
"1987-04-10",1.807
"1987-04-13",1.811
"1987-04-14",1.803
"1987-04-15",1.807
"1987-04-16",1.812
"1987-04-17",1.816
"1987-04-20",1.813
"1987-04-21",1.817
"1987-04-22",1.825
"1987-04-23",1.813
"1987-04-24",1.791
"1987-04-27",1.783
"1987-04-28",1.796
"1987-04-29",1.793
"1987-04-30",1.799
"1987-05-01",1.782
"1987-05-04",1.774
"1987-05-05",1.769
"1987-05-06",1.774
"1987-05-07",1.778
"1987-05-08",1.789
"1987-05-11",1.797
"1987-05-12",1.79
"1987-05-13",1.79
"1987-05-14",1.787
"1987-05-15",1.779
"1987-05-18",1.779
"1987-05-19",1.778
"1987-05-20",1.774
"1987-05-21",1.778
"1987-05-22",1.779
"1987-05-26",1.808
"1987-05-27",1.82
"1987-05-28",1.816
"1987-05-29",1.824
"1987-06-01",1.834
"1987-06-02",1.804
"1987-06-03",1.808
"1987-06-04",1.819
"1987-06-05",1.814
"1987-06-08",1.805
"1987-06-09",1.791
"1987-06-10",1.796
"1987-06-11",1.794
"1987-06-12",1.812
"1987-06-15",1.825
"1987-06-16",1.827
"1987-06-17",1.826
"1987-06-18",1.825
"1987-06-19",1.83
"1987-06-22",1.841
"1987-06-23",1.834
"1987-06-24",1.823
"1987-06-25",1.829
"1987-06-26",1.827
"1987-06-29",1.831
"1987-06-30",1.826
"1987-07-01",1.829
"1987-07-02",1.832
"1987-07-03",1.84
"1987-07-06",1.84
"1987-07-07",1.84
"1987-07-08",1.842
"1987-07-09",1.839
"1987-07-10",1.845
"1987-07-13",1.843
"1987-07-14",1.85
"1987-07-15",1.831
"1987-07-16",1.837
"1987-07-17",1.859
"1987-07-20",1.862
"1987-07-21",1.865
"1987-07-22",1.864
"1987-07-23",1.855
"1987-07-24",1.854
"1987-07-27",1.855
"1987-07-28",1.857
"1987-07-29",1.858
"1987-07-30",1.856
"1987-07-31",1.859
"1987-08-03",1.865
"1987-08-04",1.892
"1987-08-05",1.878
"1987-08-06",1.884
